FID_,Status,Score,Match_type,Side,X,Y,Match_addr,lon,lat,ARC_Zone,Address,City,State,Zip,Date_,Pub_Priv,Notes
,M,77,A,R,317475.2756,409034.9069,"124 YORK ST, 08102",-75.12339,39.95479,8102,124 York Street,Camden,New Jersey,8102,2012-Jul,Public,Emergency
,M,77,A,R,317462.1175,409037.4446,"122 YORK ST, 08102",-75.12344,39.9548,8102,122 York Street,Camden,New Jersey,8102,2012-Jul,Public,Emergency
,M,77,A,L,323560.7497,397794.7575,"1666 NORRIS ST, 08104",-75.10125,39.92404,8104,1666 Norris Street,Camden,New Jersey,8104,2012-Jul,Public,Emergency
,M,77,A,L,321807.5554,398713.1855,"1089 THURMAN ST, 08104",-75.10755,39.92654,8104,1089 Thurman Street,Camden,New Jersey,8104,2012-Jul,Public,Emergency
,M,77,A,L,321785.9236,398703.9942,"1087 THURMAN ST, 08104",-75.10759,39.92652,8104,1087 Thurman Street,Camden,New Jersey,8104,2012-Jul,Public,Emergency
,M,77,A,L,321764.2919,398694.8029,"1085 THURMAN ST, 08104",-75.10764,39.92651,8104,1085 Thurman Street,Camden,New Jersey,8104,2012-Jul,Public,Emergency
,M,58,M,L,319109.9856,397579.5758,"619 VAN HOOK ST, 08104",-75.117152,39.92346,8104,619 Carl Miller Boulevard,Camden,New Jersey,8104,2012-Jul,Public,Emergency - knock down only
,M,77,A,R,319353.4152,401671.0714,"624 CHERRY ST, 08103",-75.11685,39.93457,8103,624 Cherry Street,Camden,New Jersey,8103,2012-Aug,Public,Emergency
,M,77,A,R,319367.7309,401673.1581,"626 CHERRY ST, 08103",-75.1168,39.93457,8103,626 Cherry Street,Camden,New Jersey,8103,2012-Aug,Public,Emergency
,M,77,A,L,322019.0549,401149.5616,"1167 CHESTNUT ST, 08103",-75.10727,39.93318,8103,1167 Chestnut Street,Camden,New Jersey,8103,2012-Aug,Public,Emergency
,M,77,A,L,322935.5844,400950.9537,"1196 HADDON AVE, 08103",-75.10374,39.93269,8103,1196 Haddon Avenue,Camden,New Jersey,8103,2012-Aug,Public,Emergency
,M,77,A,R,321386.9236,400281.5689,"1060 LIBERTY ST, 08104",-75.10848,39.9309,8104,1060 Liberty Street,Camden,New Jersey,8104,2012-Aug,Public,Emergency
,M,77,A,L,319770.2078,401936.2905,"737 SPRUCE ST, 08103",-75.11475,39.93539,8103,737 Spruce Street,Camden,New Jersey,8103,2012-Aug,Public,Emergency
,M,77,A,L,319795.4819,401938.636,"741 SPRUCE ST, 08103",-75.11462,39.9354,8103,741 Spruce Street,Camden,New Jersey,8103,2012-Aug,Public,Emergency
,M,77,A,L,319382.2267,408509.8075,"621 YORK ST, 08102",-75.11604,39.95338,8102,621 York Street,Camden,New Jersey,8102,2012-Aug,Public,Emergency
,M,77,A,R,322928.2168,399911.5534,"1236 ATLANTIC AVE, 08104",-75.103972,39.929828,8104,1236 Atlantic Avenue,Camden,New Jersey,8104,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,R,322942.5048,399912.8835,"1238 ATLANTIC AVE, 08104",-75.103936,39.929831,8104,1238 Atlantic Avenue,Camden,New Jersey,8104,2012-Aug,Public,City Demolition Crew - Knock down only
,M,58,M,L,322618.3583,400142.9545,"1201 MECHANIC ST, 08104",-75.10461,39.930463,8104,1201 Bannard Avenue,Camden,New Jersey,8104,2012-Aug,Public,City Demolition Crew - Knock down only - garage
,M,77,A,R,317890.8051,400780.3001,"430 CHESTNUT ST, 08103",-75.121,39.93222,8103,430 Chestnut Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,L,318681.005,400844.885,"565 CHESTNUT ST, 08103",-75.119032,39.932332,8103,565 Chestnut Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,L,320336.9124,401000.5136,"813 CHESTNUT ST, 08103",-75.11249,39.93283,8103,813 Chestnut Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,L,321482.2997,402168.2224,"940 HADDON AVE, 08103",-75.108334,39.935632,8103,940 Haddon Avenue,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,R,321712.5152,396635.1938,"1843 MULFORD ST, 08104",-75.10777,39.92112,8104,1843 Mulford Street,Camden,New Jersey,8104,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,L,319027.7455,401817.0306,"922 S 6TH ST, 08103",-75.11759,39.93466,8103,922 S 6th Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,R,318996.2415,401316.5205,"1005 S 6TH ST, 08103",-75.11762,39.93352,8103,1005 S 6th Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,R,320625.579,401220.6062,"1029 S 9TH ST, 08103",-75.11183,39.93328,8103,1029 S 9th Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,R,320242.0023,402495.3566,"814 PINE ST, 08103",-75.11307,39.93689,8103,814 Pine Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,R,320248.9998,402496.0073,"816 PINE ST, 08103",-75.11302,39.9369,8103,816 Pine Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,L,318563.3538,402865.2248,"545 ROYDEN ST, 08103",-75.119556,39.93783,8103,545 Royden Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,100,PA, ,318702.1011,402175.434,"810 ST JOHN ST, 08103",-75.1187,39.93613,8103,810 St. John Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,R,319115.6737,401884.5635,"616 SPRUCE ST, 08103",-75.11688,39.93527,8103,616 Spruce Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,L,321313.3837,394386.2258,"975 SYLVAN ST, 08104",-75.10915,39.91469,8104,975 Sylvan Street,Camden,New Jersey,8104,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,R,319568.9761,401414.9651,"710 WALNUT ST, 08103",-75.11553,39.93398,8103,710 Walnut Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,R,319583.5145,401416.9614,"712 WALNUT ST, 08103",-75.11548,39.93398,8103,712 Walnut Street,Camden,New Jersey,8103,2012-Aug,Public,City Demolition Crew - Knock down only
,M,72,M, ,321738.4411,396323.4122,"PALMER ST & MULFORD ST, 08104",-75.07894,39.920465,8104,NS Palmer Street & 230 E Mulford Street,Camden,New Jersey,8104,2012-Aug,Public,City Demolition Crew - Knock down only
,M,77,A,L,318493.8568,408967.2808,"925 N 4TH ST, 08102",-75.11956,39.95474,8102,925 N 4th Street,Camden,New Jersey,8102,2012-Sep,Public,Emergency
,M,77,A,L,317910.2012,400782.9603,"435 CHESTNUT ST, 08103",-75.12089,39.93223,8103,435 Chestnut Street,Camden,New Jersey,8103,2012-Sep,Public,City Demolition Crew - Knock down only
,M,100,PA, ,317441.7119,408752.6845,"823 HOWARD ST, 08102",-75.12327,39.95446,8102,437 Howard Street,Camden,New Jersey,8102,2012-Sep,Public,City Demolition Crew - Knock down only
,M,77,A,L,317522.7207,409123.3752,"925 HOWARD ST, 08102",-75.12299,39.95531,8102,925 Howard Street,Camden,New Jersey,8102,2012-Sep,Public,City Demolition Crew - Knock down only
,M,77,A,L,317523.845,409130.3554,"927 HOWARD ST, 08102",-75.12299,39.95532,8102,927 Howard Street,Camden,New Jersey,8102,2012-Sep,Public,City Demolition Crew - Knock down only
,M,77,A,L,318722.2302,400646.9412,"1136 MARION ST, 08103",-75.11856,39.93161,8103,1136 Marion Street,Camden,New Jersey,8103,2012-Sep,Public,City Demolition Crew - Knock down only
,M,77,A,L,318722.6812,400636.7217,"1138 MARION ST, 08103",-75.11856,39.93157,8103,1138 Marion Street,Camden,New Jersey,8103,2012-Sep,Public,City Demolition Crew - Knock down only
,M,77,A,R,318491.1969,408958.8487,"922 N 4TH ST, 08102",-75.11956,39.95474,8102,922 N 4th Street,Camden,New Jersey,8102,2012-Sep,Public,City Demolition Crew - Knock down only
,M,77,A,R,316846.0831,402170.1062,"252 PINE ST, 08103",-75.12504,39.93609,8103,252 Pine Street,Camden,New Jersey,8103,2012-Sep,Public,City Demolition Crew - Knock down only
,M,77,A,R,316857.6295,402172.1654,"254 PINE ST, 08103",-75.12497,39.93609,8103,254 Pine Street,Camden,New Jersey,8103,2012-Sep,Public,City Demolition Crew - Knock down only
,M,77,A,R,316903.8151,402180.4024,"262 PINE ST, 08103",-75.125245,39.936072,8103,262-266 Pine Street,Camden,New Jersey,8103,2012-Sep,Public,City Demolition Crew - Knock down only
,M,77,A,L,317276.5464,400728.5282,"307 CHESTNUT ST, 08103",-75.12359,39.93204,8103,307 Chestnut Street,Camden,New Jersey,8103,2012-Oct,Public,Emergency
,M,77,A,L,326246.1859,406396.7703,"133 N 23RD ST, 08105",-75.09197,39.94794,8105,133 N 23rd Street,Camden,New Jersey,8105,2012-Oct,Public,Emergency
,M,77,A,L,319018.921,408602.4277,"547 YORK ST, 08102",-75.11725,39.95362,8102,547 York Street,Camden,New Jersey,8102,2012-Oct,Public,Emergency
,M,77,A,L,319028.0486,408600.2681,"549 YORK ST, 08102",-75.1172,39.95361,8102,549 York Street,Camden,New Jersey,8102,2012-Oct,Public,Emergency
,M,77,A,L,319037.1762,408598.1085,"551 YORK ST, 08102",-75.11715,39.9536,8102,551 York Street,Camden,New Jersey,8102,2012-Oct,Public,Emergency
,M,77,A,L,327775.8195,405909.6832,"2707 FEDERAL ST, 08105",-75.08634,39.9464,8105,2707 Federal Street,Camden,New Jersey,8105,2012-Nov,Public,Emergency - knock down only
,M,77,A,R,324453.3375,408563.1809,"1106 N 22ND ST, 08105",-75.09856,39.95372,8105,1106 N 22nd Street,Camden,New Jersey,8105,2012-Nov,Public,Emergency - knock down only
,M,77,A,L,321182.4074,400268.9884,"1021 LIBERTY ST, 08104",-75.10972,39.93082,8104,1021 Liberty Street,Camden,New Jersey,8104,2012-Nov,Public,Emergency
,M,77,A,L,321192.6332,400269.6175,"1023 LIBERTY ST, 08104",-75.10966,39.93083,8104,1023 Liberty Street,Camden,New Jersey,8104,2012-Nov,Public,Emergency
,M,77,A,R,320197.6633,408103.1893,"829 GRANT ST, 08102",-75.113,39.95225,8102,829 Grant Street,Camden,New Jersey,8102,2012-Nov,Public,Emergency
,M,77,A,L,320212.6924,408098.8933,"832 GRANT ST, 08102",-75.11296,39.95225,8102,832 Grant Street,Camden,New Jersey,8102,2012-Nov,Public,Emergency
,M,77,A,R,323012.6178,398156.0916,"1226 JACKSON ST, 08104",-75.10324,39.92506,8104,1226 Jackson Street,Camden,New Jersey,8104,2012-Dec,Public,Emergency
,M,77,A,L,321249.1185,399826.6105,"1420 S 10TH ST, 08104",-75.10963,39.92963,8104,1420 S 10th Street,Camden,New Jersey,8104,2012-Dec,Public,Emergency
,M,77,A,L,321250.8844,399809.4779,"1422 S 10TH ST, 08104",-75.10963,39.92959,8104,1422 S 10th Street,Camden,New Jersey,8104,2012-Dec,Public,Emergency
,M,77,A,R,318209.0989,409383.7056,"1016 N 3RD ST, 08102",-75.12067,39.95578,8102,1016 N 3rd Street,Camden,New Jersey,8102,2012-Dec,Public,Emergency
,M,77,A,L,317714.4942,409037.9989,"919 N 2ND ST, 08102",-75.12234,39.95507,8102,919 N 2nd Street,Camden,New Jersey,8102,2012-Dec,Public,"Partial, removal of front porch"
